type,value,module,scan_id,target,timestamp
INTERNET_NAME,zeroshield.ai,sfp_subdomain,spiderfoot-6a464063-e6bd-4743-9f0b-d06b5ca32c25,zeroshield.ai,2025-11-30T14:33:54.179340
