type,value,module,scan_id,target,timestamp
INTERNET_NAME,leetcode.com,sfp_subdomain,spiderfoot-bec6b3fd-3ac3-4c57-8a5d-910b81fc9ac8,leetcode.com,2025-11-30T18:07:10.442962
